,y_train,pred_q50_train,pred_q10_train,pred_q90_train
65,143400.0,139302.92436375754,95433.91345859725,196160.30108525907
66,401000.0,329667.61892444734,282345.2763937366,394829.11911025166
67,118800.0,149913.92526189433,105804.08778966089,198255.27309511724
68,98700.0,159543.65673879796,109418.9657330985,251099.67336124694
69,146600.0,146417.99355385496,108942.0731456934,210949.13705869575
70,154000.0,150100.83547464415,128572.76268553127,169739.29807133036
71,113400.0,111059.48144947502,85238.55879891381,158668.69613706166
72,107200.0,108028.23349455082,83076.37699455583,138018.01464935482
73,56700.0,45065.99480764454,41160.18146365019,77662.02227061894
74,131300.0,177491.414710648,111434.76404700599,251073.88060926518
75,135600.0,126587.96053503935,89362.10491749126,185374.9841859446
76,126500.0,154010.3551733921,138662.24016244203,215866.84671329704
77,187800.0,184504.23468011213,149292.4717937215,248615.38642198476
78,145500.0,149408.8467617883,104635.66847953106,180224.93903012044
79,182800.0,199420.32039905785,173409.50551900617,265493.3918731
80,155000.0,145273.98277591926,95139.83034604433,170697.90805971963
81,195400.0,220395.72732202784,158952.4937670913,330767.67599426693
82,266300.0,263943.9328358571,225827.8312792118,335740.5502574002
83,308700.0,289019.60826130304,227327.5203553619,345575.61791572964
84,313000.0,270217.65489304066,233001.74305289987,337856.2967500655
85,272900.0,228288.58023478757,164205.29513982218,294797.38293929136
86,78600.0,73178.76082713748,62950.4457126927,98307.66886348813
87,412500.0,302185.1028166892,179603.3328429487,381845.50787321094
88,123300.0,133129.50831560703,99816.38592878479,162248.06651820583
89,289700.0,236916.28066619014,167756.00619573615,358349.50098632864
90,243600.0,289068.3832544097,191316.8673719958,383784.04535865196
91,122300.0,143742.30693047846,104785.50579226334,201490.3300642312
92,394100.0,215734.15499424638,177462.6516265618,274966.58267202164
93,197500.0,223482.26559590406,146102.00119617805,294090.69322237093
94,100600.0,115300.19709190402,90579.747376243,179550.81143142472
95,78600.0,93172.56182200358,65223.66712586044,170659.97542201812
96,65300.0,84409.07459925754,66588.0268494623,107460.20828136356
97,430800.0,322136.9792745983,198923.39223228284,460601.5052085633
98,99600.0,125980.10282088528,97555.29053109499,188106.63368996725
99,198200.0,156522.38693148407,119527.78507134871,284865.6896193497
100,65800.0,61907.500935440534,51599.21275196121,89405.16669422251
101,350000.0,392647.14855018473,323202.4105318404,423032.81487134856
102,334900.0,341793.68537538237,279856.05597234087,433306.0710908779
103,135300.0,177155.29186519538,138594.2311501333,223066.27288503223
104,176000.0,162500.64350828165,107844.47284265152,247806.0799385792
105,110800.0,142671.34577339803,114613.36627321053,184735.5926296004
106,238900.0,228853.24963864387,170770.1941773383,269449.35785440536
107,223000.0,193283.87134764958,140251.41699418152,218372.49147548762
108,108900.0,112327.45887691875,90739.33094673348,138219.6811405639
109,61500.0,70218.39203850993,56696.38655447835,109971.05073933632
110,276600.0,286559.5231931398,194160.94993243885,353327.45118999045
111,116600.0,127662.46650661208,97988.93434163032,191544.14498060264
112,171300.0,209320.94656067042,160177.00317312105,303563.3408821067
113,315000.0,182559.0831601145,122289.16475958916,297716.9081277497
114,333300.0,175021.08858701657,109677.44494896101,282265.8812914669
115,134700.0,124895.65623653347,69674.89786568668,176810.96933524645
116,109400.0,166060.15321635143,121045.91782613,275098.72331617295
117,148000.0,143921.7650161909,94960.72208631923,166781.76995632824
118,220700.0,191150.15423780744,165630.67030209012,238181.12463647325
119,236500.0,245089.53452203647,191998.40110986444,312405.9687421089
120,115800.0,155923.26492097828,127463.70182808123,211263.8615357512
121,299100.0,314399.593890854,206657.00943683158,424873.5794344817
122,171300.0,174905.8892040033,145223.1879522939,209820.2069515385
123,175000.0,222918.82019279132,149528.37632526644,335051.128251492
124,253100.0,279194.5233799012,224461.75601594476,398897.9472439594
125,84100.0,72650.53873641649,63203.18723828718,91121.74869340446
126,119000.0,134585.0859008615,88130.89870979144,180955.60130135258
127,162500.0,184909.32212431452,119648.4274048195,330819.3602835901
128,132700.0,138308.0211927421,113517.67185988382,166302.94937513213
129,203200.0,155691.40795586002,122218.49142866777,196293.36331323814
130,68300.0,72527.52087476717,62409.05667311032,96707.69062437
131,201700.0,204268.43764896842,170500.15860345698,304527.2289845841
132,163100.0,143465.71285050263,95233.96753990412,172443.3756278016
133,137500.0,148390.44040227917,112497.39253535513,219083.75036327363
134,240300.0,248585.96826215865,199931.75192788197,329666.34301242715
135,285800.0,274384.3070359961,239709.48146256438,322172.2390537135
136,194100.0,219991.37860588622,178325.55487344688,286938.95121354406
137,141700.0,109430.8454213007,78938.06599672374,158641.55004119387
138,166100.0,165240.2995218544,144672.23311595316,200318.9976607984
139,156000.0,248501.92456873175,187108.78791381035,342411.65832400386
140,76300.0,96142.74135614476,69891.56412369493,145820.8789178718
141,61300.0,91796.69872128473,68748.73820553337,113415.97749759056
142,71400.0,87565.9654043638,70924.16327830267,125932.84025409023
143,100000.0,130666.26053874334,100067.82185047456,172480.22264878912
144,185700.0,154377.8029390254,116043.72932722894,217894.99832481844
145,228900.0,252337.1586052945,201664.1327913722,331372.3068354273
146,213900.0,249163.30411471002,230606.0984455303,282850.8836394473
147,470800.0,361140.75859408383,228032.69405158472,439414.42133404984
148,246000.0,229359.17284260696,195088.14239961113,300255.06002639496
149,223000.0,233190.59738160035,197149.84314305347,314235.0296321896
150,131000.0,155148.7247458117,136482.23380606354,188871.08106449654
151,159900.0,163228.38361147023,123172.67748017123,194145.92076017597
152,65000.0,75056.25822507628,64541.11918008374,88741.95354899022
153,142400.0,194226.50180047992,164281.08890463976,268499.17150842154
154,243200.0,218762.7756526863,165256.6288414767,283858.50333759433
155,107800.0,86302.70501974862,65324.5109847087,155556.11857955024
156,302100.0,321511.7034083515,241267.95849083152,404473.5757455302
157,219200.0,263125.81316519855,209373.70417797388,368762.69538187643
158,49500.0,57091.36878877615,44181.485134165676,76890.9087922555
159,265500.0,231093.46861603792,132063.12907560123,256012.27827274625
160,196600.0,205187.4526689151,164036.34891878473,259635.69241167288
161,137900.0,143632.6992911028,120146.68080496958,192673.4555670114
162,112500.0,83256.27757508373,58988.63437709029,115979.28334542949
163,152500.0,176665.5720252544,153192.33925328293,229170.13900511593
164,321300.0,305355.10514921753,180156.52453270773,343203.90144515474
165,260300.0,230495.21411483135,189611.4050732862,289871.64317420847
166,157000.0,207115.81635887074,161790.55382182368,233094.24128665807
167,184400.0,152942.32493320992,135105.15412478082,198389.76981302598
168,174800.0,175058.8767369414,146331.2919615498,221161.31865292264
169,109900.0,102312.15321310659,93057.80235716904,146242.638734264
170,214800.0,234473.92508046495,185450.3049075153,349304.5422734122
171,60300.0,55505.02907093255,53869.11613632162,73729.68075620843
172,127300.0,123037.06042461649,94867.19239919975,157536.20316513864
173,154800.0,174453.1314211378,142744.94523078113,222659.68562008376
174,112800.0,109012.05027325038,88951.52095996434,139644.52481439634
175,281700.0,226397.48779693132,169601.85875862138,309367.28038561274
176,316700.0,313624.9640495775,260037.33525980866,373363.44787193
177,133900.0,156840.73152971896,119402.90684542898,208964.98604354126
178,103000.0,91450.36531486586,76840.73604403448,106788.01544340406
179,235600.0,186364.26432444697,137888.29006638698,228327.30917676986
180,297900.0,295591.5568337215,274441.22195286094,332053.085409232
181,93800.0,92155.6572336702,56577.56717352228,161945.52343913927
182,232700.0,171354.780778843,130959.27724598451,235360.66049154586
183,184300.0,229883.17929433394,177824.87216800917,331711.22446043434
184,157500.0,159430.38740738778,129446.32320443972,186080.45515856842
185,245800.0,227022.73476450765,133322.6238142954,361159.96258961706
186,112500.0,319658.61983110197,138159.0645984317,454837.1569016401
187,103800.0,76431.86284721912,62038.54763554467,103825.72280299614
188,140000.0,125434.2736654524,86757.25685778714,171802.17402520415
189,108900.0,153750.8121777216,106209.94076214943,223465.69426926493
190,335100.0,376060.52407961123,298027.31002499163,445113.9334886487
191,216900.0,156237.24842859455,116921.804360645,184968.3976493744
192,289300.0,281068.7520412442,177803.25641767812,379521.1627790462
193,176600.0,186139.73692620388,166892.9758424636,227719.149109172
194,185700.0,193093.3700932184,147533.99400235253,270525.09642648976
195,119400.0,66992.50522182045,56779.50167489101,102202.85214428126
196,193800.0,199407.1928462817,160888.8064564137,253834.229322199
197,170500.0,163991.85840418178,141576.64939871294,188133.158872236
198,199100.0,188176.17675450162,136513.45765387855,262912.73428768833
199,82100.0,90866.60194476617,70476.01985190072,122799.88794087197
200,90800.0,103584.6240341226,92413.47542729968,122433.29521254651
201,55000.0,74424.58402954106,54442.68230333712,115268.42974972213
202,175000.0,164834.9787668683,116560.46260961099,247894.5266727375
203,115400.0,131798.30454996688,107610.25937767784,152163.52827079323
204,106300.0,222627.03076237577,112333.55960518916,307610.317679878
205,302400.0,333450.2475881397,280747.76578760846,397089.3046319549
206,234400.0,252933.2399429186,233863.1785346713,297340.9734242666
207,219800.0,206840.5727459767,168355.99857449374,266352.5770589722
208,389900.0,360763.63150130137,319475.43353021797,407566.6299917966
209,371600.0,248317.6483837164,194464.43175389193,309171.8218292245
210,90000.0,85524.98647219595,49090.78309494635,168705.69191591715
211,128700.0,124787.79064437743,103511.04790800644,145555.72552436634
212,127500.0,138300.69164922362,125077.08929309656,182404.77194815796
213,369100.0,331647.2343393711,280374.9632362104,397869.7595142216
214,102500.0,106724.9412220245,81603.1150778697,125503.32260550573
215,340300.0,315310.0579111319,264217.37444501685,386258.3721801269
216,296200.0,295902.7857766493,249158.98319022948,378312.7993956782
217,269700.0,265047.46145935176,192871.2035026974,378680.19936896296
218,253100.0,234899.76267950586,171133.32928800496,285153.01587414846
219,180000.0,208422.3266952757,165518.73141414835,265719.0553319274
220,181900.0,186029.27206382528,144952.14851174472,221568.66288780948
221,146100.0,116759.30306362877,86138.71584657635,145726.00463800968
222,213800.0,210874.7894455692,174516.5290050506,260295.31606756424
223,107800.0,102716.64688419575,66661.78288965157,140479.68522669675
224,390500.0,293332.9170974991,202192.12610490416,409298.0911871665
225,162500.0,145173.7035611988,108021.56627535833,175589.00648028465
226,234300.0,209982.64311697532,180922.8413185936,257974.30998687103
227,139000.0,227143.79111024376,165183.6708577621,327014.38047141285
228,213200.0,203341.3828188444,158626.31604894678,261091.77949484112
229,244800.0,252708.19615841183,211135.38472975558,329640.86120199604
230,63900.0,72483.7659000856,55784.9531956118,121825.81867158652
231,190300.0,163484.10604969386,130540.766955595,245964.66517865311
232,159100.0,165724.96057904602,136846.71087740437,223641.39931499766
233,175700.0,188779.70776225624,151803.46064511564,234753.07787839562
234,204900.0,155960.7329819086,129235.67994486341,199847.65450866616
235,205000.0,135137.86896259186,95729.37472678119,186677.34460018695
236,185000.0,209980.52956170327,176899.3640623057,254340.05770746595
237,181800.0,195390.88702158665,180559.03509850014,254540.99207903288
238,210000.0,125242.30867673359,71793.74441112028,171045.6909967015
239,151900.0,173058.35893663976,137638.27906044005,248855.66454334254
240,177900.0,108938.04542864405,82888.03504791533,158490.2401174278
241,286500.0,241509.31533524193,195066.4332024855,323174.3985688377
242,151300.0,162847.88711650504,132014.44098720487,200497.137147797
243,97500.0,105455.97801044873,91209.62770382923,131361.74497512128
244,126400.0,158535.41587543604,130893.62352554279,206067.39901761498
245,387800.0,344049.3761669295,242760.09948561058,398221.6179903334
246,119300.0,120341.65077610147,97594.2988722426,189059.6628418696
247,409100.0,269037.1165085637,221916.04983863982,335689.01564070256
248,217100.0,232184.53135965706,191642.28557019177,338520.6973568423
249,261400.0,254935.12040315563,210305.64189157175,325751.4796791017
250,226300.0,282271.83708960284,248646.74609047364,331720.85681437544
251,279300.0,262445.2778151893,231027.40416151643,278146.0843533991
252,270100.0,240739.1409701229,190271.387293693,334711.3220470154
253,42100.0,58921.099466545944,42623.05416897348,95656.78870396831
254,171000.0,168410.07238052387,150644.32443827915,204099.44885190213
255,130000.0,188046.15776542132,112276.9290035803,302857.64517068653
256,229500.0,244873.14932240546,196134.606892229,301293.26488520764
257,325000.0,199248.4195112015,148882.66303615874,270526.2438364542
258,287800.0,334263.17421526136,285753.3958482847,427480.9579539957
259,87600.0,92620.43145649176,78764.18286396394,123118.73044359512
260,149100.0,148964.97686206544,125155.2560018385,200120.32435911824
261,132500.0,139875.73535152068,108456.19228618318,189574.01481966474
262,234700.0,236414.27414554037,189659.16340825794,300460.9061293672
263,137500.0,152954.01264543086,113131.54729750816,205444.68117434686
264,198800.0,170362.227065666,119593.11030208787,204211.80099786873
265,198200.0,221521.35914650862,174367.57027082128,292980.06319038593
266,353100.0,304169.51217803557,205992.6992329731,363803.4238503602
267,167000.0,173184.79514977706,150152.04997048626,191722.66759156247
268,263400.0,269765.47148636146,217527.4114256415,388726.87464247283
269,237400.0,275915.4687517474,235615.5885805396,340691.06159270497
270,91500.0,175820.62594492707,123052.3300743647,231113.61785900212
271,265200.0,276178.9892013608,180999.38530590892,355118.34346220066
272,428600.0,330421.53193256777,212929.39464985076,468098.091534993
273,53100.0,55283.76536682539,45720.892251223304,66429.35860434611
274,169800.0,230897.6935239103,168138.57952165665,346886.65650675923
275,94200.0,93147.27380836563,69041.82136318582,109533.73022607461
276,150400.0,181004.34431186027,155604.9256901766,250008.83714655088
277,127900.0,114928.32590351926,86912.23082601777,135263.47260200963
278,184600.0,185646.75206251311,152172.62190443568,215492.91692651523
279,363200.0,349769.5049762762,196887.24237558257,417132.1407778324
280,225000.0,156836.64316913602,99289.56965819112,236735.8877576922
281,47700.0,42048.315813956346,42537.74997204813,46840.87423241825
282,126000.0,156214.74476215665,137178.24141857828,200249.38951368778
283,213000.0,210853.81486735342,175941.5410423581,271244.5288033491
284,320400.0,301624.3790528556,237349.63665247272,365438.38106566673
285,230000.0,251086.7428258448,205248.3694514752,286369.2201904193
286,110400.0,57722.62680029949,48533.4673789764,111536.53993545778
287,163900.0,167657.54136266842,139075.03630037163,194637.19874335057
288,108100.0,96334.34054381867,73566.58474259659,122245.8447944498
289,159800.0,157213.2431078523,130958.3379254657,221191.68462862016
290,156300.0,91664.79567907577,71883.3041259466,157085.03143120548
291,237300.0,191343.9140118141,163431.41326225962,233975.1761451005
292,69600.0,87022.09125871769,67129.88584966207,117878.82877391492
293,237000.0,220707.56175604597,208176.3695410867,269552.32546814997
294,347800.0,379449.7172911579,303768.8218922338,443758.84271706623
295,482900.0,296958.85211296263,199842.71018801763,421212.45246483816
296,358800.0,324748.1356087653,283021.3128504134,378333.43438569014
297,86400.0,82484.89143616708,57085.09477112231,103561.90851794905
298,278100.0,328571.66838351067,244286.05619327154,388036.9032797518
299,117100.0,159957.30697761834,117339.70999898546,212817.39571565727
300,494400.0,358823.38236984576,235757.49872781383,468292.5929442799
301,500000.0,371644.83627349907,233470.6399807565,474819.30844021204
302,73100.0,82736.31161081219,70390.02859392276,104823.26639487062
303,123100.0,69488.270731666,60927.7574995108,92973.75917020254
304,267900.0,324405.0030338231,244026.1229972759,446951.12132522766
305,108300.0,113916.58752547154,87010.87489716092,143128.43100681438
306,69900.0,66108.72277782501,52959.928380986006,74465.60051128446
307,129400.0,128885.55611775737,120691.00108659452,178236.80347006716
308,142600.0,170229.44278468486,126063.95764712669,260899.73836689504
309,234000.0,250964.01440376008,181686.57424506522,391477.768525916
310,308300.0,252708.9683227358,214082.18803967198,317677.77729618247
311,484700.0,320744.9827092989,214678.50823134353,475528.40977942914
312,119800.0,106944.96619563688,84637.83830541975,153354.54934066287
313,197000.0,225173.47864761617,190822.52152884234,305470.8399025313
314,133000.0,131204.53809599992,99266.03616326966,170144.19473549645
315,244400.0,223986.8704831542,184379.31203921506,294511.32830916747
316,156300.0,180392.16823304637,134137.65648224577,222373.95659685382
317,125400.0,122674.70657142792,111304.12394539313,146961.5580946348
318,159900.0,202334.50885930881,153188.29464468258,290046.77366738376
319,207500.0,206346.93131851073,182710.16596029227,259766.10725932172
320,84600.0,107686.17728768731,89106.04260650312,153673.7566321962
321,220400.0,204313.58496339706,154604.58838558692,259454.2959830188
322,101500.0,112153.74767831594,90712.50138050142,156604.09605495914
323,83900.0,83711.06270488077,67770.48592862797,112425.084352428
324,84700.0,119538.9091869145,90952.24831057452,177068.0009105873
325,323900.0,286907.61887144216,201579.07961222559,387379.5751110097
326,152000.0,169456.9528136076,133300.18203109287,198401.6375781136
327,87100.0,96899.00248453226,80124.60166221294,125616.42351209137
328,88200.0,97570.62476316074,93756.4042229474,148762.68798740057
329,257300.0,281501.75844707835,248666.41661296794,332594.1619870281
330,192700.0,231799.5356433983,172466.58506420412,307076.4013313408
331,318400.0,307786.5037251878,198757.04234886632,393937.60882404976
332,156500.0,169048.7067183539,132230.30540727777,189713.74344849473
333,122300.0,138935.63212042087,113119.29109143087,200545.7224610929
334,55000.0,198335.00923363515,121115.06241533655,290013.8863916944
335,197600.0,203538.16997438227,188835.51030218683,249265.23408394848
336,249400.0,276135.2497360052,220713.7531138446,369812.45677532227
337,232700.0,233506.33849347,195363.83114584925,314383.78643096663
338,196900.0,207784.38078840234,143618.742509873,311455.8519564629
339,223500.0,211114.48538517643,179575.3957512624,278773.51026467606
340,177800.0,203425.38511549827,167438.09920693465,247823.18357653785
341,358000.0,357629.6981983428,221831.77664328177,430564.8120475997
342,119200.0,125789.6196530326,87756.08146621766,176285.26293775815
343,59200.0,56872.28283641659,45005.521994881296,80587.68027104583
344,150300.0,218695.0101999015,170413.99447699264,286472.45061492437
345,394400.0,314366.75417763717,268570.73476995574,374561.3358604455
346,49300.0,57907.28208921483,43831.22123309783,78182.8495625992
347,148200.0,156130.94308698992,100256.19039672223,230238.83007954014
348,264000.0,201407.85964241094,172475.58346608857,267819.2087578483
349,144000.0,193860.37731912488,163009.7574572771,237907.52412589244
350,183300.0,122556.83647777128,95051.12835254223,184981.24158986163
351,273900.0,263487.3180405912,235840.73596896775,311901.7402016808
352,391300.0,381737.03690531803,282758.47872208955,452432.81701533706
353,294000.0,277515.69754567085,178420.56262370592,340716.2183374931
354,65800.0,74127.2044571637,58843.604306284,104741.79632364868
355,85900.0,78845.37117887079,73162.04887513843,102582.03335708537
356,260500.0,214764.08768586203,174773.3924330305,288815.7470486765
357,175900.0,190240.28725158644,163099.35827489925,214733.0257651383
358,157600.0,132130.6727264928,105966.55621224408,155509.1202684499
359,40400.0,83615.26948135687,62139.484557925534,144075.8637423841
360,262500.0,213592.94392975967,172370.321771909,266908.3417439332
361,312000.0,317119.6397051455,287712.400095462,372418.1551096281
362,73400.0,145006.70554412043,80025.03811507227,245016.29111970548
363,225400.0,235229.499911897,200908.98923600663,267493.874788742
364,275000.0,185960.76826933934,111363.90673203624,302326.4802807203
365,241100.0,274337.5026055393,217791.84021197556,341728.45010445075
366,142300.0,147317.84217942288,123025.37623972482,182607.94718165032
367,344000.0,342093.205367296,258286.63933138383,434715.24662456056
368,145700.0,144048.99710722963,126523.72410465003,167396.45980117389
369,124000.0,123525.33590405832,92555.46100588594,142903.28597657438
370,290600.0,286744.601178989,204530.70112603437,397474.4470715671
371,148800.0,146146.22903958944,111665.98012403693,188953.1593458245
372,94600.0,108122.32657284434,84360.31220606844,135399.8985532164
373,396400.0,384601.5561393211,265019.52571840415,449832.59629042976
374,174100.0,170619.03393854393,146852.44712309178,216636.4898621306
375,363800.0,331632.95161106496,210249.5974373491,379385.57321220863
376,230800.0,209524.93086935824,158743.1707961485,262755.78117098124
377,181500.0,213972.06356385205,176307.79002797097,267588.698834499
378,416700.0,418747.3669250489,268250.5131462854,484414.0793981857
379,100000.0,109258.80380065492,88648.81955205652,149746.3423736056
380,89800.0,107384.17180255514,84594.26136566054,135277.5221169293
381,191400.0,219752.383122215,174397.06280461742,304550.9997866631
382,139700.0,138309.38092304004,103549.76433616875,195752.43180474566
383,260400.0,285398.66685502755,241951.79258446436,340849.3380994598
384,246300.0,230422.2038166077,170341.10215224713,258242.71577034946
385,70400.0,75609.67816443862,71470.30066960704,102614.0995095284
386,218400.0,178745.1307075188,139525.28663174727,224006.07810416425
387,73700.0,65716.76175646273,58081.6152775255,87119.23767041424
388,94400.0,127522.28824466711,99607.97750089366,162926.08839195117
389,104900.0,99404.64742716067,94417.06163533205,138752.65890599793
390,121800.0,153402.124435574,131275.53790347045,196825.4369855193
391,85800.0,76367.66083039217,57546.42480958703,91788.99994234164
392,343100.0,347425.37417870935,222252.46948216163,431343.10637123266
393,197400.0,189708.7310054151,160094.5204183917,217915.44021734266
394,339400.0,255099.55288848796,171593.06785668235,332031.53697089554
395,100000.0,111011.3623030889,91872.81052912494,139479.39361469424
396,160300.0,182250.14084815368,167469.69567243525,213561.1984652205
397,333800.0,355600.7578857242,275158.3626343374,393953.0442813103
398,141900.0,167314.55096842904,150254.70986567595,180810.7591059963
399,84600.0,97782.51499843936,83235.29362563927,160170.10888135535
400,184100.0,214030.1926720081,152244.35240578698,279612.89695581625
401,123100.0,136897.83422792034,116425.39380938499,174790.35106537532
402,91200.0,97910.70060155791,83101.53882410919,128697.97661963702
403,114900.0,146133.2646167091,125338.0297748158,160425.7136045431
404,103300.0,170147.5896913048,126204.72400390763,245500.4394180667
405,74800.0,67782.06213017034,57081.60889875825,79209.89603686411
406,305600.0,201233.05459233664,127959.61140628479,297175.36179820367
407,212800.0,241399.56150772466,184099.70546716778,309187.01944277063
408,259400.0,198843.85336744876,167902.78280030872,280572.511370621
409,80400.0,80239.12210947681,60075.665752770634,130374.43597046798
410,88800.0,130287.68212385298,98399.96706118641,171223.2353187504
411,335300.0,268685.6349514262,208534.83687131276,343451.0731416011
412,348000.0,368233.07855378115,292050.1789691283,442119.16860838584
413,258300.0,216714.1178185073,167043.75962069433,278080.17575928784
414,226900.0,226054.399953835,156794.30505064956,340163.8467947423
415,312100.0,291677.5213465161,249378.40193193645,388038.82391628454
416,246900.0,207794.74701627195,150671.5877927625,272798.2588571249
417,96200.0,96254.7267751644,72946.5502347315,155556.89542161292
418,191900.0,210554.75100752758,164521.4927589787,275237.2818041354
419,255300.0,220501.9433318371,147481.22299703368,247644.02371702707
420,161800.0,163066.24788524013,135620.8590263449,192318.55927090143
421,241500.0,210899.30698982123,169728.04672746392,273891.47487233684
422,210800.0,237084.83554237397,178252.1662826955,294776.59041806083
423,182700.0,194698.5233952137,149484.96996718692,259794.06033003036
424,288000.0,261372.87666733572,222038.31667603782,317014.2818207074
425,288200.0,266328.0867680565,198938.6838581304,361252.77221710427
426,200000.0,201114.2391270149,151682.37529089657,255078.56648322375
427,400000.0,301083.75976531557,165688.50210537,404850.57214308035
428,245100.0,220741.95323969523,183050.52875187088,257899.86743151862
429,252800.0,161818.6219130633,99209.4609553901,218590.08019611266
430,208300.0,144120.02193298287,130056.14604654942,184821.6982295827
431,305900.0,284555.07200702355,207365.84622353042,329153.2712655898
432,394400.0,363494.0834398079,277299.9969537366,457591.3239870861
433,143400.0,214631.16392645665,170089.13858530633,281532.70697573497
434,91900.0,81429.07271736131,61319.21192636031,115294.78330251851
435,192000.0,160017.88038309905,106731.82726916943,213841.58673685355
436,229100.0,241844.6689997021,175696.3272518689,307839.04907725536
437,394000.0,320621.00639910373,194929.4071309162,411472.7732564553
438,282700.0,290423.71004665183,247367.93284297106,380493.38837759814
439,213700.0,183928.51297715475,153345.51673007023,235139.37200353865
440,253800.0,235654.65860703718,169701.29332010582,303502.88073765003
441,241200.0,288125.92122978566,252204.3286507416,341117.0629890885
442,225000.0,210057.09751267007,115456.15200454427,332668.7889752345
443,289600.0,284617.62096586527,206641.02092734736,349914.70634230255
444,258900.0,278370.4639381466,246001.59767464994,338491.6374066963
445,295200.0,158051.32015598385,125781.42474762666,216371.54353625965
446,418800.0,349366.8589367252,201254.18773210674,437079.9039341888
447,144800.0,175367.73297034742,141803.58154836297,216831.05394855866
448,113900.0,112756.73370677256,84960.49960377254,153844.2943961787
449,202000.0,190358.84806901286,152100.78368485317,228080.33603655628
450,262100.0,306072.94332462025,265068.1549540027,378387.5839607913
