,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,income_per_person,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,income_level_poor,income_level_mid,income_level_upper-mid,income_level_rich,median_house_value
136,-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,6.657992565055762,2.45724907063197,0.010368835098335855,False,False,False,True,False,False,False,False,True,368900.0
137,-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,6.977186311787072,2.414448669201521,0.01309763779527559,False,False,False,True,False,False,False,False,True,365900.0
138,-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,6.982954545454546,2.3863636363636362,0.016708333333333332,False,False,False,True,False,False,False,False,True,366700.0
139,-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,7.54,2.53,0.005004110671936759,False,False,False,True,False,False,False,True,False,362800.0
140,-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,5.615384615384615,2.423076923076923,0.05049523809523809,False,False,False,True,False,False,False,False,True,483300.0
141,-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,6.785714285714286,2.322857142857143,0.00867761377613776,False,False,False,True,False,False,False,False,True,331400.0
142,-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,6.957746478873239,2.504694835680751,0.00635904404873477,False,False,False,True,False,False,False,True,False,323500.0
143,-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,5.132246376811594,2.282608695652174,0.002295952380952381,False,False,False,True,False,False,True,False,False,216700.0
144,-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,4.628336755646817,1.9527720739219712,0.0032399579390115668,False,False,False,True,False,False,False,True,False,233100.0
145,-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,6.200892857142857,2.2767857142857144,0.010274901960784313,False,False,False,True,False,False,False,False,True,296400.0
146,-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,6.39935064935065,2.4837662337662336,0.008525098039215686,False,False,False,True,False,False,False,False,True,273700.0
147,-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,4.745652173913044,2.4543478260869565,0.0028903454384410984,False,False,False,True,False,False,True,False,False,227700.0
148,-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,5.183673469387755,2.433106575963719,0.0028236719478098786,False,False,False,True,False,False,True,False,False,199600.0
149,-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,5.283495145631068,2.3009708737864076,0.0038335864978902953,False,False,False,True,False,False,False,True,False,239800.0
150,-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,5.952941176470588,2.223529411764706,0.005386243386243386,False,False,False,True,False,False,False,True,False,270100.0
151,-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,5.65067178502879,1.9846449136276392,0.005174951644100581,False,False,False,True,False,False,False,True,False,302100.0
152,-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,4.429193899782135,1.7145969498910676,0.004015628970775095,False,False,False,True,False,False,False,True,False,269500.0
153,-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,6.727699530516432,2.8732394366197185,0.007795424836601308,False,False,False,True,False,False,False,True,False,314700.0
154,-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,7.7026315789473685,2.6868421052631577,0.00798863858961802,False,False,False,True,False,False,False,True,False,390100.0
155,-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,8.972868217054264,3.3372093023255816,0.010312775842044136,False,False,False,True,False,False,False,False,True,410300.0
156,-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,7.599388379204893,2.914373088685015,0.007197376705141658,False,False,False,True,False,False,False,True,False,352400.0
157,-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,5.8203125,2.4765625,0.009511356466876971,False,False,False,True,False,False,False,False,True,287300.0
158,-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,7.994318181818182,2.4943181818181817,0.00855125284738041,False,False,False,True,False,False,False,False,True,348700.0
